episode,username,comment,quoted_user,quoted_text,join_date,post_num
Ep14,JVskunkape,"god I really wish the whole season could've looked this good, Blue Lock really deserves it, great season despite it's short comings from the corner cutting production. I really hope they see the criticisms and we see the next season looking overall a lot better.I have a third testicle that gives me psychic powers",,,Nov-12,6224.0
Ep2,kxlel02,god damn and i thought season 1 looked bad. this isn't even animation this is just still frames one after the other ,,,Aug-21,1925.0
Ep14,NirvashX1,god damn this so fantastic,,,Jun-16,2196.0
Ep8,JVskunkape,"god the match is just so exciting, it's easy to get taken away with the eps, but still pretty distracting how bad it looks at times. Can't help but feel slighted and how much more hype this season could've been if it looked as good as it deserved to.

Probably the weakest extra time of the season for me.I have a third testicle that gives me psychic powers",,,Nov-12,6224.0
Ep10,Timmeh24,good chihiri is mvp,,,May-25,2.0
Ep6,JVskunkape,"good ep although still looking shockingly bad at times unfortunately. I'm still super hyped for where the story goes with this match, I might have to pick up the manga after this season!

we finally see the bench and they mention it! 3 subs!! Reo and Barou will definitely get on I think, idunno who would be the third tho! No look at the U20 bench either besides the ex-blue lock guy.

extra time was great again.I have a third testicle that gives me psychic powers",,,Nov-12,6224.0
Ep5,JVskunkape,"good ep and another funny extra time.

weird they didn't mention that the rest of them would be their subs for the game? the only mention of subs was of the other striker that they no longer have in their squad lol.

At the end of the Nagi movie seemed like Reo was a sub, idunno tho, would be good to feel like the other characters we've come to know are still included the squad somehow...even if they're unlikely to actually play. If we do see a sub or two in this game I feel like it's likely be Reo and/or BarouI have a third testicle that gives me psychic powers",,,Nov-12,6224.0
Ep9,JVskunkape,"good ep, no changes for the second half, maybe Reo and Barou won't get on as subs after all but hopefully they do still in the second half. Maybe there will be some injuries.I have a third testicle that gives me psychic powers",,,Nov-12,6224.0
Ep2,JVskunkape,"good ep, none of the new characters have really marked me that much yet still thoI have a third testicle that gives me psychic powers",,,Nov-12,6224.0
Ep4,JVskunkape,"good ep, the extra time was funny!

dunno if I'm a fan of the idea of U20 stealing someone from blue lock tho >:(I have a third testicle that gives me psychic powers",,,Nov-12,6224.0
Ep2,XtraFlavour,good episode fun time ,,,Dec-18,45.0
Ep2,Pedriners,good powerpoint presentation!,,,May-20,1.0
Ep1,RedHeadKid,"good setup, wanted more to happen",,,Jan-21,1.0
Ep1,JVskunkape,"good start, need to see more of the other ""top 6"" guys before deciding if I like them. But seems like it will be an exciting arc!

surprised they didn't go for the 24 eps and throw some filler in since it seems like such an easy anime to do that with, there's always a lot of the selection process we seem to miss off screen.I have a third testicle that gives me psychic powers",,,Nov-12,6224.0
Ep14,yveltalkyogre,"great anime, enjoyed it a lot",,,Dec-21,1550.0
Ep14,Trancos,great ending with perfect after credits*** Trancos ***,,,Nov-09,6.0
Ep9,a0i-kun,"great ep!! loved the backstory. a few moments gave me goosebumps

it's shidou time!! second half gonna be wild",,,Feb-17,3590.0
Ep1,hypexleaks,"great episode, don't know wtf these replies are saying about the art and animation when it has stepped up a lot compared to season one, even if it wasn't a lot, it's still a nice upgrade.

all characters move more lively compared to last season, great setup to the season. only thing i didnt like was the op",,,Apr-21,424.0
Ep4,Ripplesroot,great story. ppt animation,,,Aug-21,4.0
Ep14,chinpos,harbiden sinema olmuş bu bölüm,,,Jan-17,25.0
Ep3,JVskunkape,he had to go ultra instinct I have a third testicle that gives me psychic powers,,,Nov-12,6224.0
Ep11,Fiorno,"he was already freaky in the manga, but the actual cuts of sperm fertilizing an egg made him freakier... We're lucky that he only seems to be into kicking balls into nets and Itoshi Sae.I have read 2 perfect chapters of manga; They are Usogui Chapter 203 and Onani Master Kurosawa Chapter 23.
Slam Dunk Chapters 272 to 276 are a perfect stretch of manga.",,,Nov-20,178.0
Ep2,a0i-kun,"here we go. straight into the action!!
highlights were Shidou's and Rin's goals

Isagi is really gonna have to stand out from here. I reckon he'll be the only person who can figure out how to work with those two / or make them function together. and that's why he'll make the 11

next ep should be good as I predict a 5-4 scoreline either way. need my boy to show off!!

even if the CGI is aids at time, the visual and sound effects easily make up for it",,,Feb-17,3590.0
Ep6,Carpal_Tunnel69,"hey, there was actually a bit of animation this time around, even some cgi scenes, both bad and cool like the walking into the field that looked bad or the bacchira dribble looking cool, tho the animation isn't getting any better, the rendering of the cgi actually looked worse in this ep for the close up shots even tho they made it have like line wieght and stuff.

Anyways, it did build anticipation, but barely anything was played in today's episode, it feels like they wanted to do like 4 mins of the match but they had 12 mins to do it lol. Too many still frames, hope it isn't like that for the rest of hte match every time someone shoots lol.",,,Sep-19,261.0
Ep14,ryzxgum,"holy fucking shit man why did they only drop pure cinema in the last ep and not the whole season?!?! this was fire and i still enjoyed the season overall despite the shit animation. still best sports arc i've read and even though they only did justice to parts of it, my thoughts don't change. HIMSAGIIIII YES.",,,Apr-22,7501.0
Ep10,alexswrld,"honestly 10/10. i’ve learned to put the shitty animation to the side and just enjoy the story. shidou this episode was epic, we got so many cool pictures out of it also, chigri getting benched had me so upset he deserves so much more frl.",,,Oct-24,103.0
Ep1,miiilky,"honestly i think the animation looks wayy better than S1 but obviously not fantastic, idk what you guys mean by it getting worse",,,May-15,1.0
Ep2,Damoncoyote,"honestly, cant wait for episode 3, so much anticipation, as for the episode, so much tension ",,,Oct-24,4.0
Ep9,kyledluffy,https://tenor.com/view/bouta-get-freaky-shidou-freaky-shidou-freaky-bluelock-gif-14345208625111694917,,,Jan-23,874.0
Ep1,Limpan31,hykjnlijhbhgkolpkjhbgfvbhjnkm,,,Dec-22,47.0
Ep8,Klad,i DID not expect that goal line clearance by the long hair at the end. Good stuff.,,,Jan-13,14359.0
Ep4,Irfansap01,i NOTE LIKE IT THIS GRAPHIC,,,Oct-24,2.0
Ep3,Jiri-san,"i can't defend this animation anymore, it's definitely not the budget, nor the time. It has to be the studio itself.",,,Sep-21,9.0
Ep14,Dadros1,i can't describe this ep,,,Oct-19,1.0
Ep11,KingSlowDown,"i cant believe it, two episodes back to back had good animated moments死だけが確実",,,Mar-18,269.0
Ep10,KingSlowDown,i cant believe something actually looked good for once死だけが確実,,,Mar-18,269.0
Ep14,KanaoAnime,i didn't like the plot,,,Jul-22,3.0
Ep6,otakuweek,"i didn't wanted to focus on the animation but this thing is so slow, the ost was excellent with the great ambiance but the animation was even less good than a video gameotakuweek (100k Followers) on insta for News /best recom etc

just have a look, you won't regret it...

Link below: 

 https://www.instagram.com/otakuweek?igsh=em5kY3Q4NTVtNXlh",,,Aug-20,6210.0
Ep14,a0i-kun,"i have no words. i cannot believe how good that was!!!! what a final episode

goosebumps. emotion. wow

ofc we'd love to have seen that animation the whole time but i'm still happy asf!! and kunigami!!!! love how they brought back luck for isagi's winner. so much buildup in different aspects

10/10 season from me haha. so enjoyable",,,Feb-17,3590.0
Ep3,Narutouzumaki102,i literally hating this anime ...can you imagine the highest selling manga of 2023 is getting such a bad adaptation of its one of the most hyped arc of the series....just fxxking still frame in every key moments....,,,Oct-22,33.0
Ep6,someone_108,i love the manga of blue lock which is literally carrying the entire season right now like what is 8bit animation studio doing?? pls hand over the rights to a better animation studio if there’s a season 3 because i don’t want to see my favourite sports manga being animated like this. it's literally just moving drawings with speed lines to make it look like they r moving. THE MANGA LITERALLY HAS MORE MOVEMENT,,,Nov-24,1.0
Ep14,Manueh72,i loved this season but last 2 episodes... ri can just say crazy man,,,Jan-21,3.0
Ep14,meysie,"i never  thought a football anime would make me so emotional i was jumping and cheering with joy and i was so sad for rin i love you forever rin </3333 oh my gosshh sae is sooooooo repulsive for thatttt 
AND HELLO KUNIGAMI IN THE END???? WHY ARE THEY PLAYING WITH ME LIKE THATTTTT 😭😭😭😭😭😭😭😭😭😭😭😭😭😭 ",,,Feb-24,83.0
Ep2,OjByczku997,"i think i have hallucination but ended in reading comments and not only me see that animation is bad. No, there is no animation, it's just a powerpoint presentation ",,,Jul-16,1.0
Ep4,levibigass,i think they did improve a Little with adding running animation and also some movement here and there..,,,Jan-22,278.0
Ep5,EmilCioran,i think today's episode was well done,,,Apr-19,75.0
Ep11,ifeelsoemptv,i tried to meow and it didn’t let me submit only four letters (meow)Jacob,,,Dec-20,13.0
Ep2,Ronninn,i went from watching elusive samurai and makeine to whatever the fuck is this glorified manga edit,,,Jan-20,2255.0
Ep1,ryzxgum,"i'm glad blue lock is back with one of the best new gen arcs but 8bit is NOT cooking. well this episode was decent because there was not much movement but i feel like it'll get worse during the matches. i'll still enjoy it though because of the content and animation isn't everything to me, just as long as it doesn't get TOO bad. also glad to see my boys nagi and shidou here.",,,Apr-22,7501.0
Ep12,a0i-kun,"idc what ya'll say this shit is actually peak XD 10/10


from reo's copy to sae's dialogue to barou's goal. hella goosebumps

i really didn't think barou would score!! what's the score gonna end as? 4-3 with isagi? or 4-4 with isagi + sendou? 5-4 with rin?? got no clue",,,Feb-17,3590.0
Ep14,SmallishBeast,"if every episode was animated as well as this one was, it would be a 10/0 anime GOATED. ",,,Nov-16,15.0
Ep2,Zerity,if only this took a kurko no basket route it coulda been somewhat enjoyable,,,Jul-17,1867.0
Ep14,FONZACUS,"if you turn off your brain this show is pretty awesome
tho i also hated how they try to sprinkle in 3d animation, itd be better if they just drew em allanime/manga version of steam would be awesome - https://myanimelist.net/forum/?topicid=1625396",,,Nov-16,546.0
Ep14,Artromex,"im crying that was so good. The intensity of this final episode was just amazing. At least we can rest assured knowing that the climax of the U20 match was adapted perfectly. The rest of this season was honestly so hype as well despite the obvious mediocre visuals sometimes. I think Blue Lock Season 2 shows us that with good direction and despite the animators being overworked and given very little time, you can still make a great show and deliver at least in the important parts.

I loved this season and I can't wait for Season 3. 8-bit, if you're gonna adapt the third season too, please give the animators more time to work on it!! They're honestly so skilled at what they do. Gonna miss the Blue Lock Saturdays for a while but, this was a wild ride. Really happy with this ending.

Edit: Just wanted to add that the animator who did the final Rin vs Sae cut was Nihira Hajime and apparently he had to do over 80 cuts. Absolutely amazing work!!ArtromexDec 28, 2024 2:23 PM",,,Apr-23,286.0
Ep6,ssafin,"im sorry but the match is cooked
watching bachira dribble is gonna pain me

",,,Jan-23,90.0
Ep14,lapine05,imagine they animated the entire season like the second half of this amazing episode ,,,Apr-20,153.0
Ep14,yg,incredible finale w the best cut of animation in the series. still a mid szn tho but wow that was insane,,,Jul-20,205.0
Ep14,LordArmandtrox,incredible.. amazing animation,,,Jul-23,12.0
Ep14,Nashi777_,incroyableeeeee,,,Aug-24,1.0
Ep14,_Abdullah_,insane insane insane,,,Jun-22,18.0
Ep14,Limpan31,insane jnjnnnkkkkkkkkkkk,,,Dec-22,47.0
Ep14,yug_2584,insaneeeeeeeeeeee ep,,,Jul-21,21.0
Ep9,Seruk1,is it just me or this episode was actually pretty good! the story was good and the animation got better!,,,Jul-23,56.0
Ep2,otakuweek,"isagi is a small fry

this a top player...otakuweek (100k Followers) on insta for News /best recom etc

just have a look, you won't regret it...

Link below: 

 https://www.instagram.com/otakuweek?igsh=em5kY3Q4NTVtNXlh",,,Aug-20,6210.0
Ep12,deg,"isagi the heart of blue lock according to sae

finally baro aka sukuna of jjk same voice scores a goal",,,Jan-09,105939.0
Ep1,Imbriani-kun,"isagi yoichii egoista
",,,Jul-17,1.0
Ep3,levibigass,it really makes breaks my heart to see how there are destroying ever important key manga frames in the anime by just give us powerpoint presentation animation like bro have some respect this was one of the best selling manga of all time....,,,Jan-22,278.0
Ep3,4aclysm,it was a bad animation,,,Aug-24,1.0
Ep9,otakuweek,"it was a good ep

see the relationship between the brothersotakuweek (100k Followers) on insta for News /best recom etc

just have a look, you won't regret it...

Link below: 

 https://www.instagram.com/otakuweek?igsh=em5kY3Q4NTVtNXlh",,,Aug-20,6210.0
